title,organization,opportunity_type,category,country,location,work_mode,compensation,posted_date,deadline,source,source_url,summary
"Consultant - Private Sector Engagement Outreach Materials, Nairobi, Kenya","terials, Nairobi, Kenya UNEP - United Nations Environment Programme",Internships,Business & Finance,Kenya,"Nairobi, Kenya",On-site,Not specified,2026-07-21,,UNjobs,https://unjobs.org/vacancies/1784593774222,"Consultant - Private Sector Engagement Outreach Materials, Nairobi, Kenya is an opportunity with terials, Nairobi, Kenya UNEP - United Nations Environment Programme. Consultant - Private Sector Engagement Outreach Materials, Nairobi, Kenya. terials, Nairobi, Kenya UNEP - United Nations Environment Programme. 07:28Z Associate Communications Officer, Male, Maldives RCS - Resident Coordinator System Updated..."
"Chief Education, Beirut, Lebanon",UNICEF - United Nations Children's Fund,Jobs,Education,Lebanon,"Beirut, Lebanon",On-site,Not specified,2026-07-21,,UNjobs,https://unjobs.org/vacancies/1784593809667,"Chief Education, Beirut, Lebanon is an opportunity with UNICEF - United Nations Children's Fund. Chief Education, Beirut, Lebanon. UNICEF - United Nations Children's Fund. man rights/ environmental law, Geneva, Switzerland UNECE - Economic Commission for Europe Updated: 2026-07-21T02:01:03Z Chief Education, Beirut, Lebanon UNICEF - United Nations Children's Fund Updated: 2026-07-21T02:00:41Z Planning Monitoring &..."
"Trainee - Compliance & Non-Financial Risk, Luxembourg",urg European Investment Bank,Internships,Information Technology,Luxembourg,Luxembourg,On-site,Not specified,2026-07-21,,UNjobs,https://unjobs.org/vacancies/1784568819891,"Trainee - Compliance & Non-Financial Risk, Luxembourg is an opportunity with urg European Investment Bank. Trainee - Compliance & Non-Financial Risk, Luxembourg. urg European Investment Bank. HR Intern, Seoul, Republic of Korea UNHCR - United Nations High Commissioner for Refugees Updated: 2026-07-21T02:29:48Z Trainee - Compliance & Non-Financial Risk, Luxembourg European Investment Bank Updated: 2026-07-21T02:26:24Z Local..."
"Partnerships Advisor, Antananarivo, Madagascar",UNOPS - United Nations Office for Project Services,Jobs,Information Technology,Madagascar,"Antananarivo, Madagascar",On-site,Not specified,2026-07-21,,UNjobs,https://unjobs.org/vacancies/1784593675789,"Partnerships Advisor, Antananarivo, Madagascar is an opportunity with UNOPS - United Nations Office for Project Services. Partnerships Advisor, Antananarivo, Madagascar. UNOPS - United Nations Office for Project Services. Advisor, Partnerships, Beijing, China UNOPS - United Nations Office for Project Services Updated: 2026-07-21T02:11:49Z Partnerships Advisor, Antananarivo, Madagascar UNOPS - United Nations Office for..."
"Information Management Officer, Antananarivo, Madagascar",gascar UNICEF - United Nations Children's Fund,Tenders / Consultancies,Education,Madagascar,"Antananarivo, Madagascar",On-site,Not specified,2026-07-21,,UNjobs,https://unjobs.org/vacancies/1784593905162,"Information Management Officer, Antananarivo, Madagascar is an opportunity with gascar UNICEF - United Nations Children's Fund. Information Management Officer, Antananarivo, Madagascar. gascar UNICEF - United Nations Children's Fund. -07-21T01:58:20Z Security Associate, Kosti, Sudan UNICEF - United Nations Children's Fund Updated: 2026-07-21T01:58:00Z Information Management Officer, Antananarivo, Madagascar UNICEF - United..."
"Pesticide Regulatory Expert, Selangor - Malaysia",CABI,Jobs,Education,Malaysia,Selangor - Malaysia,On-site,Not specified,2026-07-21,,UNjobs,https://unjobs.org/vacancies/1784553092965,"Pesticide Regulatory Expert, Selangor - Malaysia is an opportunity with CABI. Pesticide Regulatory Expert, Selangor - Malaysia. CABI. 7-21T07:19:59Z Administrative Assistant I, Shibuya, Japan United Nations University (UNU) Updated: 2026-07-21T07:19:19Z Pesticide Regulatory Expert, Selangor - Malaysia CABI Updated: 2026-07-21T07:15:36Z Chief Social Policy, Suva UNICEF - United Nations Children's Fund Updated..."
"Associate Communications Officer, Male, Maldives",RCS - Resident Coordinator System,Tenders / Consultancies,Business & Finance,Maldives,"Male, Maldives",On-site,Not specified,2026-07-21,,UNjobs,https://unjobs.org/vacancies/1784593772654,"Associate Communications Officer, Male, Maldives is an opportunity with RCS - Resident Coordinator System. Associate Communications Officer, Male, Maldives. RCS - Resident Coordinator System. Programme Management Assistant, Paris, France UNEP - United Nations Environment Programme Updated: 2026-07-21T02:07:28Z Associate Communications Officer, Male, Maldives RCS - Resident Coordinator System Updated: 2026-07-21T02:07:07Z..."
"Stretch Assignment: People & Culture Officer Specialist, Nouakchott, Mauritania","alist, Nouakchott, Mauritania UNICEF - United Nations Children's Fund",Jobs,Education,Mauritania,"Nouakchott, Mauritania",On-site,Not specified,2026-07-21,,UNjobs,https://unjobs.org/vacancies/1784593885968,"Stretch Assignment: People & Culture Officer Specialist, Nouakchott, Mauritania is an opportunity with alist, Nouakchott, Mauritania UNICEF - United Nations Children's Fund. Stretch Assignment: People & Culture Officer Specialist, Nouakchott, Mauritania. alist, Nouakchott, Mauritania UNICEF - United Nations Children's Fund. ing Officer (Loyalty & Retention), Quito, Ecuador UNICEF - United Nations Children's Fund Updated..."
"Education Specialist, Chisinau, Moldova",UNICEF - United Nations Children's Fund,Internships,Education,Moldova,"Chisinau, Moldova",On-site,Not specified,2026-07-21,,UNjobs,https://unjobs.org/vacancies/1784593933819,"Education Specialist, Chisinau, Moldova is an opportunity with UNICEF - United Nations Children's Fund. Education Specialist, Chisinau, Moldova. UNICEF - United Nations Children's Fund. arly Warning System (EWS) Pilot, Tindouf, Algeria UNICEF - United Nations Children's Fund Updated: 2026-07-21T01:57:00Z Education Specialist, Chisinau, Moldova UNICEF - United Nations Children's Fund Updated: 2026-07-21T01:56:38Z Fund..."
"International Consultant for the development of the United Nations Moldova’s Cooperation Framework 2028-2032, Chisinau, Moldova","e United Nations Moldova’s Cooperation Framework 2028-2032, Chisinau, Moldova RCS - Resident Coordinator System",Internships,Humanitarian & Development,Moldova,"Chisinau, Moldova",On-site,Not specified,2026-07-21,,UNjobs,https://unjobs.org/vacancies/1784593778542,"International Consultant for the development of the United Nations Moldova’s Cooperation Framework 2028-2032, Chisinau, Moldova is an opportunity with e United Nations Moldova’s Cooperation Framework 2028-2032, Chisinau, Moldova RCS - Resident Coordinator System. International Consultant for the development of the United Nations Moldova’s Cooperation Framework 2028-2032, Chisinau, Moldova. e United Nations Moldova’s..."
"UNFPA Expert and practitioner on Technology-Facilitated Gender-Based Violence (TFGBV) from justice sector, Chisinau, Moldova","tated Gender-Based Violence (TFGBV) from justice sector, Chisinau, Moldova UNFPA - United Nations Population Fund",Tenders / Consultancies,Information Technology,Moldova,"Chisinau, Moldova",On-site,Not specified,2026-07-21,,UNjobs,https://unjobs.org/vacancies/1784569197164,"UNFPA Expert and practitioner on Technology-Facilitated Gender-Based Violence (TFGBV) from justice sector, Chisinau, Moldova is an opportunity with tated Gender-Based Violence (TFGBV) from justice sector, Chisinau, Moldova UNFPA - United Nations Population Fund. UNFPA Expert and practitioner on Technology-Facilitated Gender-Based Violence (TFGBV) from justice sector, Chisinau, Moldova. tated Gender-Based Violence (TFGBV)..."
"Associate Legal Officer/Law Clerk to a Member of the Court, The Hague, Netherlands","he Court, The Hague, Netherlands ICJ - International Court of Justice",Jobs,Information Technology,Netherlands,"The Hague, Netherlands",On-site,Not specified,2026-07-21,,UNjobs,https://unjobs.org/vacancies/1784593788021,"Associate Legal Officer/Law Clerk to a Member of the Court, The Hague, Netherlands is an opportunity with he Court, The Hague, Netherlands ICJ - International Court of Justice. Associate Legal Officer/Law Clerk to a Member of the Court, The Hague, Netherlands. he Court, The Hague, Netherlands ICJ - International Court of Justice. and Innovation and Analysis, New York, United States DPO - Department of Peace Operations..."
"Investment Specialist, Manila, Philippines",ADB - Asian Development Bank,Internships,Information Technology,Philippines,"Manila, Philippines",On-site,Not specified,2026-07-21,,UNjobs,https://unjobs.org/vacancies/1784559192134,"Investment Specialist, Manila, Philippines is an opportunity with ADB - Asian Development Bank. Investment Specialist, Manila, Philippines. ADB - Asian Development Bank. 1T02:41:01Z Financial Control Assistant, Manila, Philippines ADB - Asian Development Bank Updated: 2026-07-21T02:40:42Z Investment Specialist, Manila, Philippines ADB - Asian Development Bank Updated: 2026-07-21T02:40:23Z Intern, Executive, Strategy & UN..."
"Finance and Accounting Officer (Mindanao), Cotabato City, Philippines","o City, Philippines Plan International",Internships,Business & Finance,Philippines,"Cotabato City, Philippines",On-site,Not specified,2026-07-21,,UNjobs,https://unjobs.org/vacancies/1784565253877,"Finance and Accounting Officer (Mindanao), Cotabato City, Philippines is an opportunity with o City, Philippines Plan International. Finance and Accounting Officer (Mindanao), Cotabato City, Philippines. o City, Philippines Plan International. mate Change, Bonn, Germany UNFCCC - United Nations Framework Convention on Climate Change Updated: 2026-07-21T02:39:22Z Finance and Accounting Officer (Mindanao), Cotabato City..."
"CONSULTANCY - Rapid Assessments Consultant SSA-2026-PFPO-1, Home based, Remote","6-PFPO-1, Home based, Remote WMO - World Meteorological Organization",Tenders / Consultancies,Legal & Policy,Remote,"Home based, Remote",Remote,Not specified,2026-07-21,,UNjobs,https://unjobs.org/vacancies/1784548832254,"CONSULTANCY - Rapid Assessments Consultant SSA-2026-PFPO-1, Home based, Remote is an opportunity with 6-PFPO-1, Home based, Remote WMO - World Meteorological Organization. CONSULTANCY - Rapid Assessments Consultant SSA-2026-PFPO-1, Home based, Remote. 6-PFPO-1, Home based, Remote WMO - World Meteorological Organization. 03:05:46Z Senior Compliance Counsel, Jeddah, Saudi Arabia ISDB - Islamic Development Bank Updated..."
"Skills measurement - Strengthening the Use of Learning assessment and skills measurement data, Global Education Practice - Data, Economics and Assessment for Learning and Skills Team, Remote","ning assessment and skills measurement data, Global Education Practice - Data, Economics and Assessment for Learning and Skills Team, Remote UNICEF - United Nations Children's Fund",Tenders / Consultancies,Agriculture,Remote,"Economics and Assessment for Learning and Skills Team, Remote",Remote,Not specified,2026-07-21,,UNjobs,https://unjobs.org/vacancies/1784593943097,"Skills measurement - Strengthening the Use of Learning assessment and skills measurement data, Global Education Practice - Data, Economics and Assessment for Learning and Skills Team, Remote is an opportunity with ning assessment and skills measurement data, Global Education Practice - Data, Economics and Assessment for Learning and Skills Team, Remote UNICEF - United Nations Children's Fund. Skills measurement -..."
"Programme Management Office (PRMO) - Senior Advisor, Home based, Remote","r, Home based, Remote UNOPS - United Nations Office for Project Services",Remote work opportunities,Information Technology,Remote,"Home based, Remote",Remote,Not specified,2026-07-21,,UNjobs,https://unjobs.org/vacancies/1784593712664,"Programme Management Office (PRMO) - Senior Advisor, Home based, Remote is an opportunity with r, Home based, Remote UNOPS - United Nations Office for Project Services. Programme Management Office (PRMO) - Senior Advisor, Home based, Remote. r, Home based, Remote UNOPS - United Nations Office for Project Services. 10:58Z ICT Specialist, Valencia, Spain UNOPS - United Nations Office for Project Services Updated..."
"HR Intern, Seoul, Republic of Korea",UNHCR - United Nations High Commissioner for Refugees,Internships,Information Technology,Republic of Korea,"Seoul, Republic of Korea",On-site,Not specified,2026-07-21,,UNjobs,https://unjobs.org/vacancies/1784567686650,"HR Intern, Seoul, Republic of Korea is an opportunity with UNHCR - United Nations High Commissioner for Refugees. HR Intern, Seoul, Republic of Korea. UNHCR - United Nations High Commissioner for Refugees. Updated: 2026-07-21T02:33:48Z Procurment Coordinator, N'Djamena, Chad Plan International Updated: 2026-07-21T02:33:09Z HR Intern, Seoul, Republic of Korea UNHCR - United Nations High Commissioner for Refugees Updated..."
